date,houseId,city,address,houseType,status,numberRooms,numberBathrooms1,numberBathrooms,numberKitchens1,numberKitchens,numberBalconies1,numberBalconies,loungeType,houseSpace,landArea,elevator1,elevator,carParking1,carParking,heating1,heating,price,priceType,priceUS
2020-12-01,255420,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,1,,,0,,0,,0,,600,دولار,600
2020-12-01,255421,Q,-  مدينة قلقيلية,apartment,B,3,3,3,1,1,1,1,يوجد صالون كبير,140,200,0,,1,نعم,0,,1300,شيكل,390
2020-12-01,255422,RB,-  مدينة رام الله,Roof,A,1,1,1,1,1,1,1,1,,,1,نعم,0,,0,,550,دولار,550
2020-12-01,255423,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة كبيرة,160,0,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-12-01,255433,RB,-  مدينة البيرة,apartment,B,3,3,3,1,1,1,1,,175,0,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-12-01,255434,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,1,1,1,175,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-12-01,255435,RB,-  مدينة البيرة,apartment,A,2,3,3,1,1,1,1,1,175,0,1,نعم,1,نعم,1,نعم,1100,دولار,1100
2020-12-01,255436,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,1,1,1,80,0,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-12-01,255442,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,400,دولار,400
2020-12-01,255443,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صالة,120,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-14,255447,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة,160,,1,نعم,1,نعم,1,نعم,900,دولار,900
2020-12-01,255448,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,1,نعم,1800,شيكل,540
2020-12-01,255452,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,بوجد,110,0,0,,1,نعم,0,,1300,شيكل,390
2020-12-02,255453,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,نعم,155,,1,نعم,1,نعم,0,,600,دولار,600
2020-12-02,255454,T,-  مدينة طولكرم,apartment,C,3,2,2,1,1,1,1,نعم صالة,140,140,0,,1,نعم,0,,2000,دينار,2820
2020-12-02,255458,RB,-  مدينة رام الله,apartment,D,1,1,1,1,1,1,1,يوجد صالة,25,140,0,,0,,0,,100,دولار,100
2020-12-02,255459,RB,- الطيرة,apartment,B,2,1,1,1,1,0,0,متوفر صالة,130,130,0,,1,نعم,0,,800,دولار,800
2020-12-02,255460,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,0,بدون صالة,40,560,0,,0,,0,,1000,شيكل,300
2020-12-02,255461,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة كبيرة,110,,0,,1,نعم,0,,555555,شيكل,166666.5
2020-12-02,255463,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,0,,2000,شيكل,600
2020-12-02,255467,B,- بيت جالا,apartment,B,3,2,2,1,1,2,2,صاله,130,,0,,0,,0,,1500,شيكل,450
2020-12-02,255469,RB,- روابي,apartment,B,3,3,3,1,1,2,2,1,190,,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-12-02,255470,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,650,دولار,650
2020-12-02,255471,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,,,1,نعم,0,,0,,550,دولار,550
2020-12-09,255473,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,1,160,0,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-12-02,255477,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,صغيره,100,0,0,,0,,0,,1350,شيكل,405
2020-12-07,255479,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,0,0,يوجد,0,0,1,نعم,1,نعم,1,نعم,2800,شيكل,840
2020-12-02,255483,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,1,100,60,0,,1,نعم,0,,400,دولار,400
2020-12-02,255488,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة+صالون,170,0,1,نعم,1,نعم,0,,500,دولار,500
2020-12-02,255490,RB,- الطيرة,apartment,B,3,3,3,1,1,2,2,صالة كبيرة,180,,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-12-03,255492,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,2,2,صالة وغرفة معيشة,160,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-02,255493,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,1,نعم,2200,شيكل,660
2020-12-02,255495,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-12-02,255496,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-12-02,255498,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-02,255499,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,160,,1,نعم,1,نعم,0,,650,دولار,650
2020-12-02,255501,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة,90,,1,نعم,0,,0,,1500,شيكل,450
2020-12-02,255503,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,400,دولار,400
2020-12-03,255504,B,- بيت جالا,apartment,A,2,2,2,1,1,1,1,صالة كبيرة,120,,0,,0,,0,,2200,شيكل,660
2020-12-14,255507,JN,- الجامعة الامريكية,apartment,A,1,1,1,1,1,1,1,نعم,29,,1,نعم,1,نعم,0,,500,شيكل,150
2020-12-05,255511,N,-  مدينة نابلس,apartment,A,4,2,2,1,1,1,1,نعم,140,,0,,1,نعم,0,,2000,شيكل,600
2020-12-05,255512,RB,- بيتونيا,Roof,C,1,1,1,1,1,1,1,صاله,145,,0,,1,نعم,0,,850,شيكل,255
2020-12-03,255513,T,-  مدينة طولكرم,apartment,A,2,1,1,1,1,2,2,صالة كبيرة,100,,0,,0,,0,,180,شيكل,54
2020-12-03,255514,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,0,0,نعم,110,200,1,نعم,1,نعم,0,,200,شيكل,60
2020-12-03,255517,RB,-  مدينة البيرة,apartment,B,1,1,1,1,1,0,0,نعم,45,950,0,,1,نعم,0,,1000,شيكل,300
2020-12-05,255519,RB,- بيتونيا,apartment,B,3,2,2,1,1,1,1,نعم,150,,0,,0,,0,,1400,شيكل,420
2020-12-05,255522,N,-  مدينة نابلس,apartment,B,2,2,2,1,1,0,,صالة,120,,0,,0,,0,,2300,دينار,3243
2020-12-03,255525,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,2,2,يوجد صاله كبيره,160,1000,1,نعم,1,نعم,1,نعم,2600,شيكل,780
2020-12-05,255526,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,صالتين,255,,1,نعم,1,نعم,0,,450,شيكل,135
2020-12-05,255531,T,-  مدينة طولكرم,apartment,C,3,1,1,1,1,1,1,يوجد صالة كبيرة,130,0,0,,0,,0,,2400,دينار,3384
2020-12-06,255536,JR,- كفر عقب,apartment,A,2,1,1,1,1,1,1,صالة كبيرة,100,,0,,1,نعم,1,نعم,1800,شيكل,540
2020-12-03,255539,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,صالة,120,,1,نعم,1,نعم,0,,550,دولار,550
2020-12-03,255540,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-03,255542,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,1,نعم,1,نعم,0,,450,دولار,450
2020-12-16,255546,N,-  مدينة نابلس,apartment,B,3,2,2,1,1,0,,صالة كبيره,,,0,,0,,0,,600,شيكل,180
2020-12-05,255550,N,-  مدينة نابلس,apartment,B,3,2,2,1,1,0,,نعم كبيرة,,,0,,0,,0,,600,شيكل,180
2020-12-03,255551,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,1,1,وسط,120,,1,نعم,1,نعم,0,,600,شيكل,180
2020-12-03,255552,T,-  مدينة طولكرم,apartment,C,4,2,2,1,1,1,1,,150,600,0,,0,,0,,3000,دينار,4230
2020-12-05,255553,Q,-  مدينة قلقيلية,apartment,B,4,2,2,1,1,1,1,صالة كبيره,150,,1,نعم,0,,0,,1200,شيكل,360
2020-12-16,255555,RB,- بيتونيا,apartment,C,3,2,2,1,1,1,1,صالة وسط,155,,1,نعم,1,نعم,1,نعم,1500,شيكل,450
2020-12-05,255556,H,-  مدينة الخليل,apartment,B,3,2,2,1,1,2,2,نعم,145,145,0,,1,نعم,0,,4000,دينار,5640
2020-12-05,255558,H,-  مدينة الخليل,apartment,B,2,1,1,1,1,1,1,صاله كبيره,90,,0,,0,,0,,800,شيكل,240
2020-12-05,255560,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,1,1,نعم,,,0,,0,,0,,150,شيكل,45
2020-12-05,255569,N,-  مدينة نابلس,apartment,A,1,0,,0,,0,,ستوديو,,,0,,0,,0,,1400,شيكل,420
2020-12-05,255576,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صالة كبيرة,110,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-12-05,255577,RB,- بيتونيا,apartment,B,1,1,1,1,1,1,1,صالة كبيرة,75,0,0,,1,نعم,0,,850,شيكل,255
2020-12-06,255584,RB,-  مدينة البيرة,apartment,B,3,2,2,2,2,1,1,صاله كبيره,160,,0,,0,,0,,1300,شيكل,390
2020-12-05,255585,RB,- بير زيت,apartment,B,2,2,2,1,1,2,2,نهم,110,,0,,1,نعم,0,,1000,شيكل,300
2020-12-05,255590,B,- بيت جالا,apartment,A,2,1,1,1,1,0,,صالة كبيرة,140,,0,,1,نعم,0,,1500,شيكل,450
2020-12-05,255593,RB,- بيتونيا,apartment,A,4,2,2,1,1,1,1,2,165,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-12-05,255596,RB,- بير زيت,apartment,B,3,2,2,1,1,2,2,يوجد كبيرة,150,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-12-05,255597,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,1,1,صاله كبيره,140,1000,1,نعم,1,نعم,0,,1500,شيكل,450
2020-12-05,255598,N,-  مدينة نابلس,apartment,C,2,2,2,1,1,0,0,لايوجد,30,20,0,,0,,0,,1200,دينار,1692
2020-12-05,255601,JN,- صانور,apartment,C,2,2,2,1,1,2,2,نعم,120,1000,1,نعم,1,نعم,0,,600,شيكل,180
2020-12-05,255602,T,-  مدينة طولكرم,apartment,C,4,3,3,1,1,1,1,صالة كبيرة,150,,1,نعم,1,نعم,0,,1250,شيكل,375
2020-12-05,255603,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,1,,,1,نعم,1,نعم,0,,450,دولار,450
2020-12-05,255605,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,650,دولار,650
2020-12-05,255607,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,2,,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-12-06,255609,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,2,2,نعم,,,1,نعم,1,نعم,0,,550,دولار,550
2020-12-05,255611,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,1,1,قعدة مطله عالبرنده,60,700,1,نعم,1,نعم,1,نعم,250,شيكل,75
2020-12-06,255614,B,- الدوحة,apartment,B,3,1,1,1,1,2,2,صالة كبيرة,125,,0,,1,نعم,0,,1500,شيكل,450
2020-12-06,255624,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-05,255629,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,400,دولار,400
2020-12-05,255631,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,0,,0,,0,,1400,شيكل,420
2020-12-06,255633,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,1,120,0,1,نعم,1,نعم,0,,450,دولار,450
2020-12-06,255635,RB,-  مدينة رام الله,apartment,A,3,0,,0,,0,,,,,1,نعم,1,نعم,1,نعم,1200,دولار,1200
2020-12-06,255639,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,0,,,,,0,,0,,0,,1000,شيكل,300
2020-12-07,255641,RB,- بيتونيا,apartment,B,1,1,1,1,1,0,,,40,,0,,0,,0,,650,شيكل,195
2020-12-07,255643,T,-  مدينة طولكرم,apartment,B,3,2,2,1,1,1,1,صالة,150,,0,,1,نعم,0,,3000,دينار,4230
2020-12-06,255644,T,- فرعون,apartment,C,4,2,2,1,1,1,1,صاله كبيره,110,800,0,,1,نعم,0,,10800,شيكل,3240
2020-12-07,255645,N,-  مدينة نابلس,apartment,B,2,1,1,1,1,0,0,صالة مفتوحة عالمطبخ,100,,0,,0,,0,,2000,دينار,2820
2020-12-06,255647,JN,-  مدينة جنين,apartment,B,4,3,3,1,1,0,,يوجد,130,,0,,0,,0,,1000,شيكل,300
2020-12-06,255649,B,- الدوحة,apartment,B,3,1,1,1,1,1,1,نعم صالة وحدة,1200,,0,,0,,0,,1500,شيكل,450
2020-12-05,255651,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,1,1,1,136,1000,1,نعم,1,نعم,0,,87000,دولار,87000
2020-12-06,255652,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,1000,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-12-07,255653,N,-  مدينة نابلس,apartment,C,3,2,2,1,1,1,1,1,140,,0,,1,نعم,0,,2700,دينار,3807
2020-12-06,255655,RB,-  مدينة البيرة,apartment,A,2,2,2,1,1,2,2,1,100,,1,نعم,1,نعم,0,,2200,شيكل,660
2020-12-07,255659,H,-  مدينة الخليل,apartment,A,3,3,3,1,1,3,3,صاله كبيره,174,,1,نعم,0,,0,,3000,شيكل,900
2020-12-06,255660,RB,-  مدينة البيرة,apartment,B,4,2,2,1,1,1,1,يوجد صاله كبيره,130,700,0,,1,نعم,0,,500,دولار,500
2020-12-06,255662,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,2,120,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-06,255663,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,700,دولار,700
2020-12-06,255667,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,2,2,صاله,120,,1,نعم,1,نعم,0,,1000,شيكل,300
2020-12-06,255668,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,صالة كبيرة وقعدة,150,,1,نعم,1,نعم,0,,1300,شيكل,390
2020-12-06,255671,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,صاله واسعه,100,,1,نعم,0,,0,,600,دولار,600
2020-12-07,255674,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,صالة كبيرة,165,,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-12-06,255675,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,صالة وصالون,200,,1,نعم,1,نعم,1,نعم,1200,دولار,1200
2020-12-06,255676,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,1,90,40,1,نعم,1,نعم,1,نعم,1300,شيكل,390
2020-12-06,255681,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,140,,1,نعم,1,نعم,1,نعم,1200,دولار,1200
2020-12-06,255683,RB,-  مدينة البيرة,Roof,A,3,2,2,1,1,3,3,صاله وصالون,205,,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-12-06,255690,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,صالة,,,1,نعم,1,نعم,1,نعم,900,دولار,900
2020-12-06,255691,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,1800,شيكل,540
2020-12-31,255693,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,0,صغيرة,,,0,,0,,0,,700,شيكل,210
2020-12-07,255694,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة,,,0,,0,,0,,1100,شيكل,330
2020-12-06,255695,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة و صالون,160,800,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-12-06,255697,RB,-  مدينة رام الله,apartment,D,4,2,2,1,1,2,2,صالة,160,1400,0,,0,,0,,700,شيكل,210
2020-12-06,255698,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,2,2,صالة,150,600,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-12-07,255699,RB,- بيتونيا,apartment,A,1,1,1,1,1,0,,صالة كبيرة,,,0,,0,,0,,450,شيكل,135
2020-12-07,255701,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,1,1,1,90,,0,,0,,0,,1300,شيكل,390
2020-12-07,255705,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-12-07,255706,RB,- بيتونيا,apartment,B,2,2,2,1,1,3,3,1,130,,0,,0,,0,,250,دينار,352.5
2020-12-07,255708,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,0,,1,,,0,,0,,0,,1400,دولار,1400
2020-12-07,255710,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,,60,70,1,نعم,1,نعم,1,نعم,1250,شيكل,375
2020-12-14,255713,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,2,2,يوجد,,,0,,1,نعم,0,,1300,شيكل,390
2020-12-07,255714,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,,,,1,نعم,1,نعم,1,نعم,450,دولار,450
2020-12-07,255715,B,- الدوحة,apartment,B,3,2,2,1,1,2,2,نعم,156,,1,نعم,1,نعم,0,,2000,شيكل,600
2020-12-08,255716,RB,- بير زيت,apartment,B,2,1,1,1,1,1,1,صالة متوسط الحجم,,,0,,1,نعم,0,,1100,شيكل,330
2020-12-07,255725,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,2,2,1,100,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-07,255726,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,1,150,30,1,نعم,0,,0,,600,دولار,600
2020-12-07,255729,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,,,1,نعم,0,,0,,450,دولار,450
2020-12-07,255730,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,,,,1,نعم,0,,0,,1500,شيكل,450
2021-02-09,255736,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صاله كبيره وصالون,150,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-08,255737,N,-  مدينة نابلس,apartment,A,4,2,2,1,1,1,1,صالة كبيرة,150,,1,نعم,1,نعم,0,,2500,شيكل,750
2020-12-07,255738,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,1,90,,1,نعم,0,,0,,1400,شيكل,420
2020-12-16,255739,T,-  مدينة طولكرم,apartment,B,3,2,2,1,1,1,1,صالة,,,0,,1,نعم,0,,250,دينار,352.5
2020-12-07,255743,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة,90,,1,نعم,0,,0,,1500,شيكل,450
2020-12-07,255744,RB,- بير نبالا,apartment,B,2,1,1,1,1,1,1,صاله,120,,0,,1,نعم,0,,600,شيكل,180
2020-12-12,255747,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,0,,300,دولار,300
2020-12-07,255753,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صالة,120,,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-12-07,255754,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,160,800,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-12-07,255755,RB,-  مدينة البيرة,apartment,B,4,3,3,1,1,1,1,صالة,240,800,0,,0,,0,,1800,شيكل,540
2020-12-07,255756,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,1,140,,1,نعم,1,نعم,1,نعم,400,دولار,400
2020-12-08,255760,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صاله  صالون,150,,1,نعم,1,نعم,0,,900,دولار,900
2020-12-08,255763,RB,- الطيرة,apartment,A,2,2,2,1,1,0,,صالة كبيرة,120,,1,نعم,1,نعم,0,,650,دولار,650
2020-12-08,255765,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,150,,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-12-08,255767,H,-  مدينة الخليل,apartment,C,2,2,2,0,,0,,صاله كبيره,90,,0,,0,,0,,2300,دينار,3243
2020-12-16,255770,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,0,0,متوفر صالة,120,120,0,,1,نعم,0,,800,دولار,800
2020-12-17,255771,T,-  مدينة طولكرم,apartment,B,5,2,2,1,1,2,2,صالة كبيرة,150,,0,,1,نعم,0,,2800,دينار,3948
2020-12-08,255772,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,1,120,,0,,0,,0,,550,دولار,550
2020-12-08,255773,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,140,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-08,255777,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,0,0,صالة,100,,1,نعم,0,,0,,1500,شيكل,450
2020-12-08,255779,T,-  مدينة طولكرم,apartment,B,3,2,2,1,1,1,1,صاله كبيره,135,,0,,1,نعم,0,,1000,شيكل,300
2020-12-08,255780,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,125,,1,نعم,1,نعم,0,,700,دولار,700
2020-12-08,255782,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,2,2,1,100,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-08,255783,RB,-  مدينة رام الله,apartment,A,1,2,2,1,1,1,1,2,,,0,,0,,0,,1500,شيكل,450
2020-12-30,255784,RB,- بير زيت,apartment,A,1,1,1,1,1,0,,1,55,,0,,1,نعم,1,نعم,1350,شيكل,405
2020-12-08,255786,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-12-08,255787,RB,-  مدينة البيرة,apartment,B,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-12-08,255788,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,140,0,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-12-08,255790,JN,-  مدينة جنين,apartment,D,2,1,1,1,1,0,0,نعم,90,,0,,0,,0,,900,شيكل,270
2020-12-08,255796,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,صالة,120,,0,,0,,0,,550,دولار,550
2020-12-08,255797,RB,- بيتونيا,apartment,B,3,2,2,1,1,1,1,,150,,1,نعم,1,نعم,1,نعم,1400,شيكل,420
2020-12-09,255798,RB,- سردا,apartment,B,3,3,3,1,1,2,2,,140,,0,,0,,0,,500,دولار,500
2020-12-08,255800,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,650,دولار,650
2020-12-08,255801,RB,- الطيرة,apartment,A,4,2,2,1,1,0,,صالة كبيرة,150,,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-12-08,255802,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,2,2,نعم,80,500,1,نعم,1,نعم,0,,450,دولار,450
2020-12-09,255803,N,-  مدينة نابلس,apartment,B,3,3,3,1,1,2,2,صاله كبيره,,,1,نعم,1,نعم,0,,1800,شيكل,540
2020-12-08,255805,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة,155,,1,نعم,1,نعم,0,,700,دولار,700
2020-12-09,255806,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,0,0,صاله كبيره,,,1,نعم,1,نعم,0,,900,دولار,900
2020-12-09,255807,T,-  مدينة طولكرم,apartment,A,1,1,1,1,1,0,,ساحه سماويه ارضيه,40,,0,,1,نعم,1,نعم,1200,شيكل,360
2020-12-08,255810,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,0,,صالة مفتوحة علي المطبخ,110,,0,,0,,0,,1300,شيكل,390
2020-12-16,255812,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,1,1,صالة كبيرة,150,,1,نعم,0,,0,,2500,شيكل,750
2020-12-09,255813,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صاله كبيره,110,,1,نعم,1,نعم,0,,1400,شيكل,420
2020-12-17,255817,RB,-  مدينة رام الله,apartment,C,3,3,3,1,1,1,1,يوجد,185,0,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-12-15,255820,RB,-  مدينة البيرة,apartment,C,2,1,1,1,1,1,1,صالة وسط,110,,0,,0,,0,,1000,شيكل,300
2020-12-12,255822,RB,- بير نبالا,apartment,B,2,1,1,1,1,1,1,صالة وغرفة ضيوف,90,,0,,0,,0,,700,شيكل,210
2020-12-09,255824,JN,-  مدينة جنين,apartment,B,4,2,2,1,1,0,,نعم,120,,1,نعم,1,نعم,0,,270,دينار,380.7
2020-12-13,255826,N,-  مدينة نابلس,apartment,B,2,0,,0,,0,,,,,0,,0,,0,,1600,دينار,2256
2020-12-12,255827,N,- بيت وزن,apartment,B,4,2,2,1,1,1,1,يوجد,150,500,0,,0,,0,,3000,دينار,4230
2021-02-16,255828,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,Comfortable,167,167,1,نعم,1,نعم,1,نعم,1100,دولار,1100
2020-12-09,255829,RB,-  مدينة البيرة,apartment,A,2,0,,0,,0,,,,,1,نعم,1,نعم,0,,600,دولار,600
2020-12-09,255830,N,- بيت وزن,apartment,C,3,2,2,1,1,1,1,يوجد صاله كبيره,160,700,0,,1,نعم,0,,3000,دينار,4230
2020-12-09,255831,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة,90,,1,نعم,1,نعم,0,,450,دولار,450
2020-12-09,255832,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة وصالون,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-12-09,255833,RB,- روابي,apartment,B,3,3,3,1,1,1,1,صالة وصالون,170,,1,نعم,1,نعم,0,,500,دولار,500
2020-12-12,255834,RB,-  مدينة البيرة,apartment,B,3,1,1,1,1,2,2,صالة كبيرة,170,,0,,0,,0,,400,دولار,400
2020-12-09,255836,RB,-  مدينة البيرة,villa,A,4,4,4,1,1,2,2,حديقة واسعة,360,400,0,,1,نعم,1,نعم,1500,دولار,1500
2020-12-10,255841,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,يوجد صالة,155,900,1,نعم,1,نعم,0,,400,دولار,400
